chromosome,genomic_accession,start,end,strand,class,locus_tag,symbol,name,GeneID
chr11,NC_203398.1,48176248,48195072,-,pseudogene,LOC941814,GENE51,Gene 51 protein,95688
chr11,NC_312994.1,29818818,29842261,-,miRNA,LOC488712,GENE52,Gene 52 protein,42015
chr11,NC_689849.1,63094533,63139831,-,protein_coding,LOC332022,GENE53,Gene 53 protein,98157
chr11,NC_373441.1,75588205,75614742,+,protein_coding,LOC680189,GENE54,Gene 54 protein,77550
chr11,NC_259814.1,111743565,111756605,-,miRNA,LOC305721,GENE55,Gene 55 protein,44236
chr11,NC_697467.1,20654754,20678366,+,pseudogene,LOC973844,GENE56,Gene 56 protein,33208
chr12,NC_786406.1,60137447,60174078,-,rRNA,LOC818113,GENE1,Gene 1 protein,45245
chr12,NC_858705.1,14777441,14821902,-,pseudogene,LOC772865,GENE2,Gene 2 protein,97940
chr12,NC_276405.1,34401851,34434199,-,pseudogene,LOC868367,GENE3,Gene 3 protein,47160
chr12,NC_855303.1,5538684,5540861,+,lncRNA,LOC673095,GENE4,Gene 4 protein,65004
chr12,NC_772985.1,65247544,65281323,+,rRNA,LOC161585,GENE5,Gene 5 protein,69674
chr12,NC_957730.1,103144228,103161581,+,protein_coding,LOC800674,GENE6,Gene 6 protein,7358
chr12,NC_244170.1,114448335,114460891,+,pseudogene,LOC983472,GENE7,Gene 7 protein,83667
chr12,NC_841521.1,117437038,117449601,+,protein_coding,LOC258366,GENE8,Gene 8 protein,2198
chr12,NC_578160.1,34225539,34270329,+,rRNA,LOC491329,GENE9,Gene 9 protein,8923
chr12,NC_611552.1,83273418,83299937,-,tRNA,LOC116495,GENE10,Gene 10 protein,1866
chr12,NC_117538.1,78114806,78131979,-,protein_coding,LOC655134,GENE11,Gene 11 protein,95659
chr12,NC_400614.1,131625105,131653092,-,rRNA,LOC117975,GENE12,Gene 12 protein,66826
chr12,NC_212214.1,77511194,77551532,-,lncRNA,LOC200992,GENE13,Gene 13 protein,69732
chr12,NC_301255.1,78408332,78433928,+,lncRNA,LOC749887,GENE14,Gene 14 protein,70003
chr12,NC_380310.1,35653686,35696660,-,miRNA,LOC933551,GENE15,Gene 15 protein,53022
chr12,NC_525750.1,93362159,93390923,+,miRNA,LOC581294,GENE16,Gene 16 protein,75055
chr12,NC_336828.1,99015451,99055761,+,tRNA,LOC414546,GENE17,Gene 17 protein,90658
chr12,NC_999908.1,106324408,106334314,+,tRNA,LOC781463,GENE18,Gene 18 protein,5152
chr12,NC_497687.1,21894866,21940680,+,pseudogene,LOC495490,GENE19,Gene 19 protein,73443
chr12,NC_767678.1,41564131,41578207,-,protein_coding,LOC109909,GENE20,Gene 20 protein,93123
chr12,NC_624139.1,44910380,44949030,+,protein_coding,LOC986392,GENE21,Gene 21 protein,57873
chr12,NC_999636.1,33045953,33093366,-,rRNA,LOC199994,GENE22,Gene 22 protein,70226
chr12,NC_321686.1,73637404,73645555,+,lncRNA,LOC825916,GENE23,Gene 23 protein,75289
chr12,NC_148823.1,99248148,99277359,-,miRNA,LOC177959,GENE24,Gene 24 protein,90709
chr12,NC_690882.1,59568269,59605647,-,rRNA,LOC790077,GENE25,Gene 25 protein,5312
chr12,NC_116418.1,100412732,100420626,+,miRNA,LOC317221,GENE26,Gene 26 protein,77943
chr12,NC_960778.1,4438843,4470853,+,tRNA,LOC517643,GENE27,Gene 27 protein,11084
chr12,NC_691353.1,79265063,79308704,-,lncRNA,LOC352153,GENE28,Gene 28 protein,75277
chr12,NC_666820.1,107067041,107113017,-,tRNA,LOC447843,GENE29,Gene 29 protein,51311
chr12,NC_859340.1,34353388,34377559,+,tRNA,LOC182237,GENE30,Gene 30 protein,66639
chr12,NC_202430.1,45944569,45966398,-,protein_coding,LOC558320,GENE31,Gene 31 protein,31427
chr12,NC_734565.1,107041898,107076952,+,miRNA,LOC906360,GENE32,Gene 32 protein,81460
chr12,NC_131064.1,106906622,106951761,-,miRNA,LOC764926,GENE33,Gene 33 protein,36825
chr12,NC_339220.1,108283113,108313847,-,pseudogene,LOC473095,GENE34,Gene 34 protein,73487
chr12,NC_294760.1,108175916,108180570,-,pseudogene,LOC812711,GENE35,Gene 35 protein,77791
chr12,NC_909676.1,60351070,60370813,-,protein_coding,LOC748665,GENE36,Gene 36 protein,39715
chr12,NC_177077.1,52315024,52340513,+,tRNA,LOC186023,GENE37,Gene 37 protein,36123
chr12,NC_846247.1,124561500,124568941,+,pseudogene,LOC921968,GENE38,Gene 38 protein,84086
chr12,NC_508548.1,49502807,49528418,+,tRNA,LOC432061,GENE39,Gene 39 protein,48277
chr12,NC_105447.1,78600947,78644382,+,protein_coding,LOC423241,GENE40,Gene 40 protein,59292
chr12,NC_207197.1,105494037,105529603,-,miRNA,LOC238943,GENE41,Gene 41 protein,12442
chr12,NC_570646.1,14052821,14096189,+,pseudogene,LOC684041,GENE42,Gene 42 protein,73710
chr12,NC_127537.1,127916875,127923370,-,protein_coding,LOC193972,GENE43,Gene 43 protein,47388
chr12,NC_727094.1,113913164,113927837,+,rRNA,LOC922543,GENE44,Gene 44 protein,43523
chr12,NC_406024.1,79790286,79802416,-,protein_coding,LOC533911,GENE45,Gene 45 protein,51829
chr13,NC_686716.1,33866262,33890931,+,tRNA,LOC354533,GENE1,Gene 1 protein,75967
chr13,NC_499226.1,65276852,65301105,+,tRNA,LOC277735,GENE2,Gene 2 protein,19198
chr13,NC_381444.1,40171048,40209432,-,miRNA,LOC617077,GENE3,Gene 3 protein,20127
chr13,NC_555791.1,92896686,92914079,+,lncRNA,LOC389366,GENE4,Gene 4 protein,56194
chr13,NC_920685.1,79657591,79669208,-,pseudogene,LOC180657,GENE5,Gene 5 protein,48333
chr13,NC_855917.1,73211160,73222012,-,lncRNA,LOC755395,GENE6,Gene 6 protein,65985
chr13,NC_212168.1,107573479,107580774,+,pseudogene,LOC242071,GENE7,Gene 7 protein,40932
chr13,NC_448354.1,41638255,41675248,+,pseudogene,LOC982495,GENE8,Gene 8 protein,82289
chr13,NC_561607.1,24345082,24380166,-,miRNA,LOC450996,GENE9,Gene 9 protein,57441
chr13,NC_436241.1,89480419,89526524,+,miRNA,LOC732512,GENE10,Gene 10 protein,92133
chr13,NC_429445.1,56828215,56865666,+,pseudogene,LOC286266,GENE11,Gene 11 protein,53198
chr13,NC_870571.1,75211483,75244393,-,miRNA,LOC828716,GENE12,Gene 12 protein,83955
chr13,NC_919959.1,48632681,48657065,-,rRNA,LOC354200,GENE13,Gene 13 protein,43714
chr13,NC_956156.1,7767857,7806635,-,miRNA,LOC924040,GENE14,Gene 14 protein,52502
chr13,NC_691240.1,106202729,106206769,-,protein_coding,LOC309505,GENE15,Gene 15 protein,78624
chr13,NC_904905.1,76098646,76125806,+,tRNA,LOC676820,GENE16,Gene 16 protein,4527
chr13,NC_319832.1,77940866,77959499,-,tRNA,LOC559753,GENE17,Gene 17 protein,39185
chr13,NC_805668.1,17889600,17907614,+,pseudogene,LOC623557,GENE18,Gene 18 protein,19242
chr13,NC_364955.1,17744180,17786801,-,lncRNA,LOC790658,GENE19,Gene 19 protein,21203
chr13,NC_177558.1,101626959,101630811,-,pseudogene,LOC570880,GENE20,Gene 20 protein,79372
chr13,NC_520274.1,72992046,73020088,-,rRNA,LOC660324,GENE21,Gene 21 protein,67402
chr13,NC_138551.1,57412219,57453609,-,rRNA,LOC929130,GENE22,Gene 22 protein,48124
chr13,NC_906306.1,66446143,66473265,+,protein_coding,LOC360289,GENE23,Gene 23 protein,87193
chr13,NC_778428.1,56781097,56791257,-,lncRNA,LOC742439,GENE24,Gene 24 protein,6806
chr13,NC_934908.1,68415725,68456145,-,miRNA,LOC551365,GENE25,Gene 25 protein,14886
chr13,NC_371306.1,72145464,72180001,+,protein_coding,LOC332785,GENE26,Gene 26 protein,67935
chr13,NC_492292.1,105499615,105547497,+,pseudogene,LOC510133,GENE27,Gene 27 protein,61694
chr13,NC_125755.1,14260134,14289616,+,miRNA,LOC606222,GENE28,Gene 28 protein,14703
chr13,NC_190025.1,22506697,22539814,-,pseudogene,LOC221707,GENE29,Gene 29 protein,96702
chr13,NC_427040.1,35709212,35742122,+,miRNA,LOC459731,GENE30,Gene 30 protein,60681
chr13,NC_606384.1,24868424,24901920,+,rRNA,LOC465219,GENE31,Gene 31 protein,63411
chr13,NC_857065.1,68051050,68096361,+,pseudogene,LOC830609,GENE32,Gene 32 protein,60303
chr14,NC_414849.1,26759117,26798584,-,protein_coding,LOC146853,GENE1,Gene 1 protein,94163
chr14,NC_990429.1,24103801,24138694,+,protein_coding,LOC459743,GENE2,Gene 2 protein,85930
chr14,NC_938913.1,68333769,68365776,+,tRNA,LOC272337,GENE3,Gene 3 protein,98057
chr14,NC_282927.1,103869254,103909786,+,rRNA,LOC678719,GENE4,Gene 4 protein,21989
chr14,NC_547080.1,72768141,72781464,-,rRNA,LOC584498,GENE5,Gene 5 protein,31389
chr14,NC_293411.1,99563911,99611731,-,tRNA,LOC295440,GENE6,Gene 6 protein,84948
chr14,NC_130610.1,82524160,82533003,-,pseudogene,LOC873207,GENE7,Gene 7 protein,81492
chr14,NC_720970.1,18857506,18874962,+,pseudogene,LOC550418,GENE8,Gene 8 protein,51965
chr14,NC_325230.1,46792999,46804105,+,tRNA,LOC315780,GENE9,Gene 9 protein,37483
chr14,NC_206694.1,48402504,48410208,+,rRNA,LOC938338,GENE10,Gene 10 protein,71371
chr14,NC_441819.1,83263963,83268676,+,miRNA,LOC306647,GENE11,Gene 11 protein,60972
chr14,NC_803281.1,57449051,57460807,+,miRNA,LOC613261,GENE12,Gene 12 protein,70168
chr14,NC_507517.1,32018507,32055885,-,rRNA,LOC741003,GENE13,Gene 13 protein,52451
chr14,NC_469082.1,65247039,65262523,+,miRNA,LOC986589,GENE14,Gene 14 protein,61012
chr14,NC_840282.1,90927527,90963030,+,tRNA,LOC939503,GENE15,Gene 15 protein,39986
chr14,NC_240454.1,102672098,102713845,+,tRNA,LOC428399,GENE16,Gene 16 protein,16448
chr14,NC_222629.1,50925596,50971709,+,miRNA,LOC291936,GENE17,Gene 17 protein,49929
chr14,NC_507333.1,88155042,88164575,+,rRNA,LOC538555,GENE18,Gene 18 protein,79174
chr14,NC_502349.1,56952293,56958542,+,rRNA,LOC543588,GENE19,Gene 19 protein,25347
chr14,NC_663483.1,15031115,15051316,-,tRNA,LOC827117,GENE20,Gene 20 protein,85575
chr14,NC_274971.1,82538757,82549443,+,rRNA,LOC613426,GENE21,Gene 21 protein,38858
chr14,NC_429861.1,90593043,90626050,+,lncRNA,LOC982885,GENE22,Gene 22 protein,60113
chr14,NC_110048.1,77302069,77347912,+,miRNA,LOC608149,GENE23,Gene 23 protein,18895
chr14,NC_688861.1,86537411,86585967,+,pseudogene,LOC629990,GENE24,Gene 24 protein,86599
chr14,NC_817956.1,81931756,81981360,-,pseudogene,LOC615611,GENE25,Gene 25 protein,55477
chr14,NC_275377.1,10858430,10862804,-,pseudogene,LOC186686,GENE26,Gene 26 protein,75107
chr14,NC_406278.1,57797272,57827254,+,lncRNA,LOC134283,GENE27,Gene 27 protein,37025
chr14,NC_402692.1,19761007,19797440,+,rRNA,LOC276379,GENE28,Gene 28 protein,60942
chr14,NC_635618.1,12669021,12693218,-,rRNA,LOC218710,GENE29,Gene 29 protein,76066
chr14,NC_912764.1,55380248,55384331,+,miRNA,LOC669488,GENE30,Gene 30 protein,49085
chr14,NC_562806.1,16513328,16560807,+,tRNA,LOC672892,GENE31,Gene 31 protein,29644
chr14,NC_871740.1,37301803,37322906,-,protein_coding,LOC970392,GENE32,Gene 32 protein,86678
chr14,NC_133796.1,61088371,61100125,+,miRNA,LOC571578,GENE33,Gene 33 protein,35447
chr14,NC_560398.1,89984303,90001204,-,protein_coding,LOC223088,GENE34,Gene 34 protein,32056
chr14,NC_716482.1,68355980,68364426,+,tRNA,LOC822608,GENE35,Gene 35 protein,46957
chr14,NC_746081.1,104536059,104585290,-,lncRNA,LOC245998,GENE36,Gene 36 protein,28082
chr14,NC_697766.1,86112533,86139649,+,protein_coding,LOC467856,GENE37,Gene 37 protein,70767
chr14,NC_664939.1,79257203,79299526,-,rRNA,LOC276556,GENE38,Gene 38 protein,43421
chr14,NC_700556.1,65849277,65883193,-,miRNA,LOC380329,GENE39,Gene 39 protein,68425
chr14,NC_886530.1,30367797,30395139,+,lncRNA,LOC923856,GENE40,Gene 40 protein,54948
chr14,NC_787757.1,90020287,90032310,+,miRNA,LOC233051,GENE41,Gene 41 protein,92937
chr14,NC_253347.1,29470827,29481542,+,lncRNA,LOC845951,GENE42,Gene 42 protein,43217
chr14,NC_511776.1,91345281,91362444,+,tRNA,LOC613234,GENE43,Gene 43 protein,19634
chr14,NC_534346.1,94066816,94073598,-,tRNA,LOC493396,GENE44,Gene 44 protein,60243
chr14,NC_933197.1,56418065,56437857,+,tRNA,LOC906233,GENE45,Gene 45 protein,13202
chr14,NC_886224.1,11145633,11177315,-,rRNA,LOC391740,GENE46,Gene 46 protein,92056
chr14,NC_611751.1,87310744,87330624,-,pseudogene,LOC443187,GENE47,Gene 47 protein,77278
chr14,NC_197666.1,104357354,104396421,+,tRNA,LOC866437,GENE48,Gene 48 protein,61089
chr14,NC_934328.1,41772086,41791159,-,protein_coding,LOC660384,GENE49,Gene 49 protein,53129
chr14,NC_964915.1,29496163,29534337,+,pseudogene,LOC322142,GENE50,Gene 50 protein,65843
chr14,NC_968581.1,23783333,23802159,-,miRNA,LOC397368,GENE51,Gene 51 protein,45270
chr14,NC_993829.1,21686325,21697707,+,rRNA,LOC608913,GENE52,Gene 52 protein,46054
chr14,NC_204411.1,100636661,100643096,+,protein_coding,LOC756596,GENE53,Gene 53 protein,61238
chr14,NC_999312.1,33063684,33089503,+,protein_coding,LOC265657,GENE54,Gene 54 protein,58840
chr14,NC_548580.1,90339465,90377340,-,protein_coding,LOC312146,GENE55,Gene 55 protein,91255
chr14,NC_416528.1,104661902,104696230,+,tRNA,LOC266699,GENE56,Gene 56 protein,36916
chr14,NC_477943.1,97236681,97262850,+,tRNA,LOC362552,GENE57,Gene 57 protein,11803
chr14,NC_780432.1,12770380,12805974,-,tRNA,LOC273565,GENE58,Gene 58 protein,7787
chr14,NC_420349.1,77640509,77686542,-,tRNA,LOC861253,GENE59,Gene 59 protein,92677
chr14,NC_787326.1,104496445,104505074,+,pseudogene,LOC195629,GENE60,Gene 60 protein,93235
chr14,NC_323788.1,106080037,106109532,+,protein_coding,LOC599968,GENE61,Gene 61 protein,11215
chr14,NC_337178.1,105251494,105282113,+,rRNA,LOC644676,GENE62,Gene 62 protein,90126
chr14,NC_108454.1,26879149,26888413,-,protein_coding,LOC829386,GENE63,Gene 63 protein,46032
chr14,NC_827744.1,43169838,43217322,+,pseudogene,LOC238595,GENE64,Gene 64 protein,63613
chr14,NC_501677.1,98428226,98435947,+,lncRNA,LOC193670,GENE65,Gene 65 protein,96782
chr14,NC_428572.1,32102177,32110550,+,protein_coding,LOC485416,GENE66,Gene 66 protein,40223
chr14,NC_911032.1,29564339,29614234,+,pseudogene,LOC952878,GENE67,Gene 67 protein,99717
chr14,NC_810029.1,42966200,42976184,+,tRNA,LOC249792,GENE68,Gene 68 protein,9966
chr14,NC_781595.1,45645724,45676708,+,rRNA,LOC272088,GENE69,Gene 69 protein,58684
chr14,NC_323404.1,70997827,71007113,-,tRNA,LOC758589,GENE70,Gene 70 protein,99077
chr14,NC_746002.1,78749101,78781653,+,pseudogene,LOC819916,GENE71,Gene 71 protein,58984
chr14,NC_205345.1,53799693,53831748,+,protein_coding,LOC246814,GENE72,Gene 72 protein,99624
chr14,NC_865470.1,63707605,63717034,+,rRNA,LOC502686,GENE73,Gene 73 protein,47076
chr14,NC_929504.1,79937564,79987127,-,miRNA,LOC246622,GENE74,Gene 74 protein,33477
chr14,NC_188341.1,11121186,11157484,-,tRNA,LOC360221,GENE75,Gene 75 protein,73534
chr14,NC_128127.1,101731912,101756341,-,tRNA,LOC989079,GENE76,Gene 76 protein,87298
chr14,NC_642899.1,91900600,91907372,-,lncRNA,LOC736408,GENE77,Gene 77 protein,67784
chr14,NC_510780.1,102253332,102302851,+,tRNA,LOC409898,GENE78,Gene 78 protein,85694
chr14,NC_618927.1,40833588,40874493,+,lncRNA,LOC504630,GENE79,Gene 79 protein,15777
chr15,NC_769077.1,43763896,43796718,+,pseudogene,LOC722780,GENE1,Gene 1 protein,10307
chr15,NC_431845.1,75113292,75137855,+,miRNA,LOC238394,GENE2,Gene 2 protein,51703
chr15,NC_672896.1,2422523,2435439,-,miRNA,LOC816116,GENE3,Gene 3 protein,23645
chr15,NC_117500.1,26479085,26508264,-,protein_coding,LOC715895,GENE4,Gene 4 protein,9851
chr15,NC_326222.1,8740145,8776407,+,miRNA,LOC141761,GENE5,Gene 5 protein,8925
chr15,NC_400404.1,68073509,68092777,-,rRNA,LOC759104,GENE6,Gene 6 protein,94405
chr15,NC_835901.1,76068554,76090287,-,pseudogene,LOC521818,GENE7,Gene 7 protein,11803
chr15,NC_187657.1,37909281,37948228,+,miRNA,LOC424960,GENE8,Gene 8 protein,11357
chr15,NC_662445.1,90501430,90509040,+,lncRNA,LOC442622,GENE9,Gene 9 protein,52213
chr15,NC_832614.1,49323966,49364888,+,miRNA,LOC558737,GENE10,Gene 10 protein,96677
chr15,NC_356355.1,8436900,8480813,+,protein_coding,LOC190400,GENE11,Gene 11 protein,57948
chr15,NC_742039.1,95879593,95919849,+,pseudogene,LOC738407,GENE12,Gene 12 protein,8212
chr15,NC_877722.1,68182045,68219663,-,tRNA,LOC790017,GENE13,Gene 13 protein,98079
chr15,NC_113280.1,18368849,18416181,+,protein_coding,LOC842287,GENE14,Gene 14 protein,18984
chr15,NC_620526.1,32463575,32494733,+,lncRNA,LOC463546,GENE15,Gene 15 protein,69551
chr15,NC_489933.1,64219240,64258086,-,lncRNA,LOC233096,GENE16,Gene 16 protein,99274
chr15,NC_223791.1,87846642,87892578,-,tRNA,LOC908903,GENE17,Gene 17 protein,4847
chr15,NC_385192.1,74185474,74191922,-,pseudogene,LOC649300,GENE18,Gene 18 protein,9371
chr15,NC_704663.1,6310715,6340576,-,tRNA,LOC758015,GENE19,Gene 19 protein,11101
chr15,NC_635593.1,66188429,66198503,-,pseudogene,LOC477617,GENE20,Gene 20 protein,8266
chr15,NC_274987.1,92512166,92544989,-,rRNA,LOC485548,GENE21,Gene 21 protein,21618
chr15,NC_701790.1,17786927,17811218,-,protein_coding,LOC806866,GENE22,Gene 22 protein,95736
chr15,NC_876764.1,40567715,40615566,+,lncRNA,LOC633541,GENE23,Gene 23 protein,1336
chr15,NC_356430.1,43670727,43695039,+,protein_coding,LOC148215,GENE24,Gene 24 protein,62835
chr15,NC_257375.1,59780868,59783250,-,pseudogene,LOC287654,GENE25,Gene 25 protein,5635
chr15,NC_437433.1,8915995,8958774,-,lncRNA,LOC360322,GENE26,Gene 26 protein,55559
chr15,NC_966120.1,75273084,75315863,-,miRNA,LOC181670,GENE27,Gene 27 protein,75912
chr15,NC_626428.1,18421829,18438251,-,protein_coding,LOC806033,GENE28,Gene 28 protein,7903
chr15,NC_943409.1,46673028,46706399,+,lncRNA,LOC640828,GENE29,Gene 29 protein,7019
chr15,NC_587686.1,52862173,52896708,-,protein_coding,LOC396020,GENE30,Gene 30 protein,41723
chr15,NC_679958.1,30690972,30706790,-,protein_coding,LOC578933,GENE31,Gene 31 protein,2044
chr15,NC_405759.1,33943291,33971896,-,lncRNA,LOC691194,GENE32,Gene 32 protein,40834
chr15,NC_486162.1,64687277,64719451,+,pseudogene,LOC720432,GENE33,Gene 33 protein,65665
chr15,NC_673108.1,63942020,63981928,+,tRNA,LOC897423,GENE34,Gene 34 protein,33129
chr15,NC_529954.1,83013877,83018593,+,protein_coding,LOC125071,GENE35,Gene 35 protein,31539
chr15,NC_980357.1,47478941,47484422,-,tRNA,LOC827146,GENE36,Gene 36 protein,2257
chr15,NC_895794.1,37911773,37937055,-,protein_coding,LOC789233,GENE37,Gene 37 protein,50319
chr15,NC_315161.1,53059636,53098241,-,protein_coding,LOC655550,GENE38,Gene 38 protein,32217
chr15,NC_162804.1,42247406,42292074,-,pseudogene,LOC249289,GENE39,Gene 39 protein,94277
chr15,NC_146032.1,44294441,44319463,-,protein_coding,LOC342716,GENE40,Gene 40 protein,69125
chr15,NC_490586.1,52110809,52117351,-,tRNA,LOC580728,GENE41,Gene 41 protein,99028
chr15,NC_200219.1,47346348,47370088,+,rRNA,LOC629979,GENE42,Gene 42 protein,18499
chr15,NC_720647.1,93744761,93770578,-,protein_coding,LOC695403,GENE43,Gene 43 protein,9163
chr15,NC_237057.1,18563212,18580264,-,tRNA,LOC348273,GENE44,Gene 44 protein,39230
chr15,NC_939717.1,87232497,87280573,-,miRNA,LOC512040,GENE45,Gene 45 protein,92845
chr15,NC_574751.1,94918476,94920147,-,miRNA,LOC385166,GENE46,Gene 46 protein,31619
chr15,NC_242723.1,82151235,82193659,+,lncRNA,LOC917823,GENE47,Gene 47 protein,77638
chr15,NC_210790.1,68760194,68765989,+,lncRNA,LOC272359,GENE48,Gene 48 protein,59925
chr15,NC_526259.1,90681386,90687184,-,miRNA,LOC226601,GENE49,Gene 49 protein,71244
chr15,NC_573869.1,2707411,2737711,-,lncRNA,LOC423284,GENE50,Gene 50 protein,61731
chr15,NC_194813.1,83813817,83825566,-,protein_coding,LOC265271,GENE51,Gene 51 protein,90922
chr15,NC_830729.1,89909441,89947928,-,tRNA,LOC732608,GENE52,Gene 52 protein,6286
chr15,NC_255528.1,80016795,80051156,+,miRNA,LOC195643,GENE53,Gene 53 protein,94212
chr15,NC_515492.1,31316359,31324753,+,miRNA,LOC638401,GENE54,Gene 54 protein,7416
chr15,NC_959926.1,3915144,3944524,-,miRNA,LOC282313,GENE55,Gene 55 protein,5073
chr15,NC_682959.1,83749971,83781591,-,pseudogene,LOC884417,GENE56,Gene 56 protein,73105
chr15,NC_584487.1,94360645,94405049,+,protein_coding,LOC206857,GENE57,Gene 57 protein,19322
chr15,NC_164664.1,35082512,35114423,+,protein_coding,LOC970708,GENE58,Gene 58 protein,30135
chr15,NC_963684.1,24381104,24385295,+,lncRNA,LOC520040,GENE59,Gene 59 protein,49790
chr15,NC_714590.1,12585000,12611000,+,rRNA,LOC371393,GENE60,Gene 60 protein,10828
chr15,NC_307356.1,2826016,2830647,+,protein_coding,LOC777366,GENE61,Gene 61 protein,59121
chr15,NC_988432.1,20160188,20203268,+,protein_coding,LOC969642,GENE62,Gene 62 protein,44456
chr15,NC_583388.1,30922201,30951872,+,protein_coding,LOC153097,GENE63,Gene 63 protein,23018
chr15,NC_514186.1,54354875,54397549,-,tRNA,LOC620226,GENE64,Gene 64 protein,4864
chr15,NC_547389.1,13431233,13460835,-,tRNA,LOC281201,GENE65,Gene 65 protein,47392
chr15,NC_388339.1,54321525,54345997,+,lncRNA,LOC393448,GENE66,Gene 66 protein,59459
chr15,NC_743937.1,86787822,86796902,+,protein_coding,LOC749253,GENE67,Gene 67 protein,81868
chr15,NC_409440.1,17932891,17959322,+,tRNA,LOC623125,GENE68,Gene 68 protein,55000
chr15,NC_191982.1,32138060,32170246,-,protein_coding,LOC393366,GENE69,Gene 69 protein,51202
chr15,NC_309146.1,51396836,51427947,+,pseudogene,LOC773870,GENE70,Gene 70 protein,69919
chr15,NC_941134.1,83960395,83984009,+,tRNA,LOC670065,GENE71,Gene 71 protein,3559
chr15,NC_476556.1,71314087,71320027,-,tRNA,LOC602985,GENE72,Gene 72 protein,72371
chr15,NC_693128.1,29184871,29214629,-,miRNA,LOC626797,GENE73,Gene 73 protein,43153
chr15,NC_288550.1,12063776,12072564,-,miRNA,LOC127329,GENE74,Gene 74 protein,42795
chr15,NC_950069.1,89781330,89806364,+,protein_coding,LOC916356,GENE75,Gene 75 protein,37822
chr15,NC_655149.1,52105527,52117807,+,pseudogene,LOC474795,GENE76,Gene 76 protein,77544
chr15,NC_204998.1,81710372,81727903,+,lncRNA,LOC359896,GENE77,Gene 77 protein,87096
chr15,NC_659614.1,80666548,80696451,+,miRNA,LOC955937,GENE78,Gene 78 protein,97607
chr15,NC_703656.1,40908249,40919391,+,lncRNA,LOC987624,GENE79,Gene 79 protein,51911
chr15,NC_284654.1,65751053,65800408,-,lncRNA,LOC348041,GENE80,Gene 80 protein,78662
chr15,NC_831514.1,25668906,25674437,-,tRNA,LOC476211,GENE81,Gene 81 protein,78537
chr15,NC_834591.1,20781938,20821216,+,tRNA,LOC468765,GENE82,Gene 82 protein,75403
chr15,NC_297377.1,11235474,11264612,+,rRNA,LOC977340,GENE83,Gene 83 protein,65517
chr15,NC_614259.1,25358425,25389381,-,lncRNA,LOC139807,GENE84,Gene 84 protein,12830
chr15,NC_730889.1,78981540,79021801,+,lncRNA,LOC329437,GENE85,Gene 85 protein,3612
chr15,NC_447848.1,77557397,77569156,-,protein_coding,LOC743966,GENE86,Gene 86 protein,27406
chr15,NC_851763.1,64723935,64772176,+,miRNA,LOC286080,GENE87,Gene 87 protein,43413
chr16,NC_254887.1,86504718,86518997,+,protein_coding,LOC715104,GENE1,Gene 1 protein,93365
chr16,NC_987599.1,63053839,63099090,+,protein_coding,LOC651860,GENE2,Gene 2 protein,48826
chr16,NC_838761.1,61066110,61102254,+,miRNA,LOC794303,GENE3,Gene 3 protein,52851
chr16,NC_416423.1,29905505,29937687,+,miRNA,LOC438273,GENE4,Gene 4 protein,18884
chr16,NC_558089.1,78213713,78240251,+,tRNA,LOC930307,GENE5,Gene 5 protein,84789
chr16,NC_432695.1,23350723,23383848,-,tRNA,LOC282664,GENE6,Gene 6 protein,93691
chr16,NC_797860.1,46113251,46140440,-,lncRNA,LOC717558,GENE7,Gene 7 protein,23983
chr16,NC_869649.1,29109512,29123016,-,miRNA,LOC821942,GENE8,Gene 8 protein,39602
chr16,NC_864234.1,40924950,40946619,+,lncRNA,LOC101885,GENE9,Gene 9 protein,93013
chr16,NC_133955.1,89498014,89545871,-,rRNA,LOC290926,GENE10,Gene 10 protein,79956
chr16,NC_331625.1,75108148,75129279,-,rRNA,LOC770718,GENE11,Gene 11 protein,75127
chr16,NC_247475.1,49801515,49808493,+,pseudogene,LOC447255,GENE12,Gene 12 protein,98693
chr16,NC_463656.1,48290951,48309104,+,lncRNA,LOC435039,GENE13,Gene 13 protein,23005
chr16,NC_802571.1,35024917,35059465,+,tRNA,LOC770147,GENE14,Gene 14 protein,96588
chr16,NC_111949.1,85667156,85707227,-,pseudogene,LOC378095,GENE15,Gene 15 protein,28483
chr16,NC_171087.1,89298479,89308982,+,tRNA,LOC467506,GENE16,Gene 16 protein,34640
chr16,NC_101343.1,1081883,1112804,+,tRNA,LOC150486,GENE17,Gene 17 protein,51585
chr16,NC_540038.1,13396138,13414043,-,tRNA,LOC274418,GENE18,Gene 18 protein,55266
chr16,NC_468292.1,73363376,73388329,-,pseudogene,LOC672547,GENE19,Gene 19 protein,50197
chr16,NC_927043.1,25292630,25338630,+,pseudogene,LOC706135,GENE20,Gene 20 protein,86323
chr16,NC_573209.1,4364423,4404137,+,lncRNA,LOC177289,GENE21,Gene 21 protein,5379
chr16,NC_434198.1,81025517,81066413,-,protein_coding,LOC373812,GENE22,Gene 22 protein,14726
chr16,NC_278368.1,32027921,32056334,+,miRNA,LOC493696,GENE23,Gene 23 protein,22090
chr16,NC_197627.1,84849483,84878418,+,rRNA,LOC454366,GENE24,Gene 24 protein,78860
chr16,NC_132498.1,51317069,51336613,-,tRNA,LOC552275,GENE25,Gene 25 protein,86673
chr16,NC_555292.1,89481751,89495009,+,rRNA,LOC264735,GENE26,Gene 26 protein,8019
chr16,NC_315535.1,65404697,65454455,+,miRNA,LOC299212,GENE27,Gene 27 protein,54645
