chromosome,genomic_accession,start,end,strand,class,locus_tag,symbol,name,GeneID
3,CP075492.1,14367560,14369485,-,protein_coding,I4U23_015472,,,
3,CP075492.1,14370287,14370812,-,protein_coding,I4U23_015473,,,
3,CP075492.1,14370993,14372029,+,protein_coding,I4U23_015474,,,
3,CP075492.1,14372056,14372304,+,protein_coding,I4U23_015475,,,
3,CP075492.1,14373281,14375985,+,protein_coding,I4U23_015476,,,
3,CP075492.1,14376116,14376945,+,protein_coding,I4U23_015477,,,
3,CP075492.1,14377054,14377456,+,protein_coding,I4U23_015478,,,
3,CP075492.1,14377433,14378343,-,protein_coding,I4U23_015479,,,
3,CP075492.1,14381672,14382481,-,protein_coding,I4U23_015480,,,
3,CP075492.1,14382840,14383682,-,protein_coding,I4U23_015481,,,
3,CP075492.1,14384946,14386241,+,protein_coding,I4U23_015482,,,
3,CP075492.1,14386531,14387621,+,protein_coding,I4U23_015483,,,
3,CP075492.1,14389603,14391242,-,protein_coding,I4U23_015484,,,
3,CP075492.1,14392346,14393221,-,protein_coding,I4U23_015485,,,
3,CP075492.1,14393537,14394189,-,protein_coding,I4U23_015486,,,
3,CP075492.1,14399653,14401263,+,protein_coding,I4U23_015487,,,
3,CP075492.1,14401429,14403128,-,protein_coding,I4U23_015488,,,
3,CP075492.1,14403544,14404679,+,protein_coding,I4U23_015489,,,
3,CP075492.1,14404687,14405017,-,protein_coding,I4U23_015490,,,
3,CP075492.1,14406847,14408688,-,protein_coding,I4U23_015491,,,
3,CP075492.1,14409380,14411047,-,protein_coding,I4U23_015492,,,
3,CP075492.1,14416243,14416428,-,protein_coding,I4U23_015493,,,
3,CP075492.1,14417717,14418784,-,protein_coding,I4U23_015494,,,
3,CP075492.1,14419119,14420491,-,protein_coding,I4U23_015495,,,
3,CP075492.1,14420979,14423091,+,protein_coding,I4U23_015496,,,
3,CP075492.1,14423278,14424782,-,protein_coding,I4U23_015497,,,
3,CP075492.1,14426756,14430207,+,protein_coding,I4U23_015498,,,
3,CP075492.1,14430206,14434595,+,protein_coding,I4U23_015499,,,
3,CP075492.1,14435036,14438578,-,protein_coding,I4U23_015500,,,
3,CP075492.1,14439220,14440291,-,protein_coding,I4U23_015501,,,
3,CP075492.1,14440565,14441560,-,protein_coding,I4U23_015502,,,
3,CP075492.1,14442496,14444007,-,protein_coding,I4U23_015503,,,
3,CP075492.1,14445052,14454611,-,protein_coding,I4U23_015504,,,
3,CP075492.1,14455396,14456314,-,protein_coding,I4U23_015505,,,
3,CP075492.1,14458337,14459737,+,protein_coding,I4U23_015506,,,
3,CP075492.1,14460002,14462173,+,protein_coding,I4U23_015507,,,
3,CP075492.1,14462472,14463382,+,protein_coding,I4U23_015508,,,
3,CP075492.1,14463581,14464354,+,protein_coding,I4U23_015509,,,
3,CP075492.1,14464897,14465721,+,protein_coding,I4U23_015510,,,
3,CP075492.1,14466362,14467422,-,protein_coding,I4U23_015511,,,
3,CP075492.1,14469317,14470092,+,protein_coding,I4U23_015512,,,
3,CP075492.1,14470219,14470653,-,protein_coding,I4U23_015513,,,
3,CP075492.1,14473114,14479483,+,protein_coding,I4U23_015514,,,
3,CP075492.1,14481624,14483443,+,protein_coding,I4U23_015515,,,
3,CP075492.1,14483632,14484345,-,protein_coding,I4U23_015516,,,
3,CP075492.1,14484407,14485120,-,protein_coding,I4U23_015517,,,
3,CP075492.1,14486171,14487757,+,protein_coding,I4U23_015518,,,
3,CP075492.1,14487847,14488434,+,protein_coding,I4U23_015519,,,
3,CP075492.1,14488731,14489919,-,protein_coding,I4U23_015520,,,
3,CP075492.1,14491489,14494277,+,protein_coding,I4U23_015521,,,
3,CP075492.1,14494724,14495695,-,protein_coding,I4U23_015522,,,
3,CP075492.1,14497018,14506177,+,protein_coding,I4U23_015523,,,
3,CP075492.1,14506379,14507101,+,protein_coding,I4U23_015524,,,
3,CP075492.1,14507311,14509361,+,protein_coding,I4U23_015525,,,
3,CP075492.1,14508745,14509290,-,protein_coding,I4U23_015526,,,
3,CP075492.1,14509457,14514028,-,protein_coding,I4U23_015527,,,
3,CP075492.1,14514781,14515662,-,protein_coding,I4U23_015528,,,
3,CP075492.1,14516003,14516907,+,protein_coding,I4U23_015529,,,
3,CP075492.1,14516911,14517965,-,protein_coding,I4U23_015530,,,
3,CP075492.1,14518403,14519240,-,protein_coding,I4U23_015531,,,
3,CP075492.1,14521692,14522903,-,protein_coding,I4U23_015532,,,
3,CP075492.1,14525344,14527937,+,protein_coding,I4U23_015533,,,
3,CP075492.1,14528051,14529215,+,protein_coding,I4U23_015534,,,
3,CP075492.1,14529930,14531089,+,protein_coding,I4U23_015535,,,
3,CP075492.1,14531073,14531748,-,protein_coding,I4U23_015536,,,
3,CP075492.1,14532515,14534701,+,protein_coding,I4U23_015537,,,
3,CP075492.1,14534927,14535954,+,protein_coding,I4U23_015538,,,
3,CP075492.1,14536312,14536868,-,protein_coding,I4U23_015539,,,
3,CP075492.1,14537452,14539111,+,protein_coding,I4U23_015540,,,
3,CP075492.1,14540977,14542053,-,protein_coding,I4U23_015541,,,
3,CP075492.1,14542291,14543367,-,protein_coding,I4U23_015542,,,
3,CP075492.1,14550687,14551103,+,protein_coding,I4U23_015543,,,
3,CP075492.1,14551574,14552064,+,protein_coding,I4U23_015544,,,
3,CP075492.1,14552593,14553443,-,protein_coding,I4U23_015545,,,
3,CP075492.1,14554764,14555979,-,protein_coding,I4U23_015546,,,
3,CP075492.1,14558319,14559224,+,protein_coding,I4U23_015547,,,
3,CP075492.1,14559583,14560838,+,protein_coding,I4U23_015548,,,
3,CP075492.1,14561059,14562049,+,protein_coding,I4U23_015549,,,
3,CP075492.1,14562065,14564159,-,protein_coding,I4U23_015550,,,
3,CP075492.1,14566121,14568090,+,protein_coding,I4U23_015551,,,
3,CP075492.1,14569106,14570637,+,protein_coding,I4U23_015552,,,
3,CP075492.1,14570758,14573236,-,protein_coding,I4U23_015553,,,
3,CP075492.1,14574644,14575518,+,protein_coding,I4U23_015554,,,
3,CP075492.1,14575832,14576800,-,protein_coding,I4U23_015555,,,
3,CP075492.1,14577298,14577946,+,protein_coding,I4U23_015556,,,
3,CP075492.1,14577809,14582347,-,protein_coding,I4U23_015557,,,
3,CP075492.1,14583072,14589499,+,protein_coding,I4U23_015558,,,
3,CP075492.1,14590388,14591368,+,protein_coding,I4U23_015559,,,
3,CP075492.1,14592115,14594526,+,protein_coding,I4U23_015560,,,
3,CP075492.1,14595494,14596463,+,protein_coding,I4U23_015561,,,
3,CP075492.1,14602758,14602922,-,protein_coding,I4U23_015562,,,
3,CP075492.1,14603105,14605193,-,protein_coding,I4U23_015563,,,
3,CP075492.1,14608909,14610097,+,protein_coding,I4U23_015564,,,
3,CP075492.1,14610900,14615040,-,protein_coding,I4U23_015565,,,
3,CP075492.1,14616622,14618839,+,protein_coding,I4U23_015566,,,
3,CP075492.1,14618867,14620434,+,protein_coding,I4U23_015567,,,
3,CP075492.1,14620930,14622659,+,protein_coding,I4U23_015568,,,
3,CP075492.1,14622705,14627692,+,protein_coding,I4U23_015569,,,
3,CP075492.1,14629076,14631457,+,protein_coding,I4U23_015570,,,
3,CP075492.1,14631495,14633601,+,protein_coding,I4U23_015571,,,
3,CP075492.1,14634187,14634735,-,protein_coding,I4U23_015572,,,
3,CP075492.1,14641090,14642676,-,protein_coding,I4U23_015573,,,
3,CP075492.1,14643043,14644288,-,protein_coding,I4U23_015574,,,
3,CP075492.1,14646018,14646862,+,protein_coding,I4U23_015575,,,
3,CP075492.1,14648328,14649498,+,protein_coding,I4U23_015576,,,
3,CP075492.1,14650352,14651625,+,protein_coding,I4U23_015577,,,
3,CP075492.1,14651792,14653822,+,protein_coding,I4U23_015578,,,
3,CP075492.1,14653989,14656649,+,protein_coding,I4U23_015579,,,
3,CP075492.1,14657146,14658031,-,protein_coding,I4U23_015580,,,
3,CP075492.1,14665731,14666969,+,protein_coding,I4U23_015581,,,
3,CP075492.1,14667778,14668887,-,protein_coding,I4U23_015582,,,
3,CP075492.1,14669333,14669860,-,protein_coding,I4U23_015583,,,
3,CP075492.1,14670379,14670771,-,protein_coding,I4U23_015584,,,
3,CP075492.1,14671040,14671642,+,protein_coding,I4U23_015585,,,
3,CP075492.1,14672057,14673103,+,protein_coding,I4U23_015586,,,
3,CP075492.1,14673096,14673467,-,protein_coding,I4U23_015587,,,
3,CP075492.1,14674262,14676149,-,protein_coding,I4U23_015588,,,
3,CP075492.1,14676400,14677269,-,protein_coding,I4U23_015589,,,
3,CP075492.1,14680031,14681149,+,protein_coding,I4U23_015590,,,
3,CP075492.1,14681863,14683022,+,protein_coding,I4U23_015591,,,
3,CP075492.1,14690293,14690969,+,protein_coding,I4U23_015592,,,
3,CP075492.1,14693789,14694827,+,protein_coding,I4U23_015593,,,
3,CP075492.1,14694898,14696181,+,protein_coding,I4U23_015594,,,
3,CP075492.1,14696339,14696651,-,protein_coding,I4U23_015595,,,
3,CP075492.1,14698937,14700195,-,protein_coding,I4U23_015596,,,
3,CP075492.1,14700714,14703253,-,protein_coding,I4U23_015597,,,
3,CP075492.1,14703899,14708415,-,protein_coding,I4U23_015598,,,
3,CP075492.1,14711410,14712948,-,protein_coding,I4U23_015599,,,
3,CP075492.1,14713206,14714724,-,protein_coding,I4U23_015600,,,
3,CP075492.1,14714998,14717137,-,protein_coding,I4U23_015601,,,
3,CP075492.1,14717555,14720443,-,protein_coding,I4U23_015602,,,
3,CP075492.1,14720883,14721270,+,protein_coding,I4U23_015603,,,
3,CP075492.1,14721610,14723044,+,protein_coding,I4U23_015604,,,
3,CP075492.1,14723307,14724079,-,protein_coding,I4U23_015605,,,
3,CP075492.1,14724694,14725283,-,protein_coding,I4U23_015606,,,
3,CP075492.1,14725833,14726527,-,protein_coding,I4U23_015607,,,
3,CP075492.1,14726683,14727725,-,protein_coding,I4U23_015608,,,
3,CP075492.1,14727850,14728299,-,protein_coding,I4U23_015609,,,
3,CP075492.1,14731232,14735208,-,protein_coding,I4U23_015610,,,
3,CP075492.1,14737156,14739753,-,protein_coding,I4U23_015611,,,
3,CP075492.1,14740661,14741815,-,protein_coding,I4U23_015612,,,
3,CP075492.1,14742498,14744801,+,protein_coding,I4U23_015613,,,
3,CP075492.1,14745267,14746418,+,protein_coding,I4U23_015614,,,
3,CP075492.1,14746505,14747518,-,protein_coding,I4U23_015615,,,
3,CP075492.1,14747651,14748932,+,protein_coding,I4U23_015616,,,
3,CP075492.1,14749161,14750580,+,protein_coding,I4U23_015617,,,
3,CP075492.1,14750602,14752191,+,protein_coding,I4U23_015618,,,
3,CP075492.1,14751968,14752165,-,protein_coding,I4U23_015619,,,
3,CP075492.1,14762227,14763260,+,protein_coding,I4U23_015620,,,
3,CP075492.1,14763441,14764171,-,protein_coding,I4U23_015621,,,
3,CP075492.1,14764434,14765361,+,protein_coding,I4U23_015622,,,
3,CP075492.1,14769771,14770079,+,protein_coding,I4U23_015623,,,
3,CP075492.1,14770175,14771203,-,protein_coding,I4U23_015624,,,
3,CP075492.1,14772264,14772980,+,protein_coding,I4U23_015625,,,
3,CP075492.1,14774202,14776566,-,protein_coding,I4U23_015626,,,
3,CP075492.1,14777059,14777594,+,protein_coding,I4U23_015627,,,
3,CP075492.1,14780833,14781416,+,protein_coding,I4U23_015628,,,
3,CP075492.1,14783418,14783950,-,protein_coding,I4U23_015629,,,
3,CP075492.1,14784823,14785517,+,protein_coding,I4U23_015630,,,
3,CP075492.1,14787125,14793156,+,protein_coding,I4U23_015631,,,
3,CP075492.1,14793281,14793892,-,protein_coding,I4U23_015632,,,
3,CP075492.1,14795948,14797158,-,protein_coding,I4U23_015633,,,
3,CP075492.1,14797794,14798890,-,protein_coding,I4U23_015634,,,
3,CP075492.1,14804908,14806082,-,protein_coding,I4U23_015635,,,
3,CP075492.1,14807636,14809328,+,protein_coding,I4U23_015636,,,
3,CP075492.1,14811885,14813762,+,protein_coding,I4U23_015637,,,
3,CP075492.1,14815445,14815945,+,protein_coding,I4U23_015638,,,
3,CP075492.1,14816268,14817245,-,protein_coding,I4U23_015639,,,
3,CP075492.1,14819597,14820918,+,protein_coding,I4U23_015640,,,
3,CP075492.1,14821151,14822466,+,protein_coding,I4U23_015641,,,
3,CP075492.1,14822607,14823967,+,protein_coding,I4U23_015642,,,
3,CP075492.1,14824124,14824920,+,protein_coding,I4U23_015643,,,
3,CP075492.1,14826449,14829901,+,protein_coding,I4U23_015644,,,
3,CP075492.1,14830564,14831427,+,protein_coding,I4U23_015645,,,
3,CP075492.1,14834033,14836232,+,protein_coding,I4U23_015646,,,
3,CP075492.1,14836542,14837509,+,protein_coding,I4U23_015647,,,
3,CP075492.1,14837454,14837909,-,protein_coding,I4U23_015648,,,
3,CP075492.1,14838107,14838841,-,protein_coding,I4U23_015649,,,
3,CP075492.1,14840306,14840848,-,protein_coding,I4U23_015650,,,
3,CP075492.1,14841089,14841386,-,protein_coding,I4U23_015651,,,
3,CP075492.1,14847242,14849880,-,protein_coding,I4U23_015652,,,
3,CP075492.1,14852760,14855861,+,protein_coding,I4U23_015653,,,
3,CP075492.1,14856131,14856466,-,protein_coding,I4U23_015654,,,
3,CP075492.1,14857875,14858336,-,protein_coding,I4U23_015655,,,
3,CP075492.1,14858669,14859733,-,protein_coding,I4U23_015656,,,
3,CP075492.1,14860886,14863095,-,protein_coding,I4U23_015657,,,
3,CP075492.1,14863685,14864287,-,protein_coding,I4U23_015658,,,
3,CP075492.1,14864373,14864585,-,protein_coding,I4U23_015659,,,
3,CP075492.1,14864812,14865875,-,protein_coding,I4U23_015660,,,
3,CP075492.1,14866277,14867347,-,protein_coding,I4U23_015661,,,
3,CP075492.1,14868372,14870425,+,protein_coding,I4U23_015662,,,
3,CP075492.1,14870672,14873006,-,protein_coding,I4U23_015663,,,
3,CP075492.1,14872956,14874132,+,protein_coding,I4U23_015664,,,
3,CP075492.1,14874569,14874639,-,tRNA,I4U23_015665,,,
3,CP075492.1,14874894,14876366,+,protein_coding,I4U23_015666,,,
3,CP075492.1,14877086,14877495,+,protein_coding,I4U23_015667,,,
3,CP075492.1,14879751,14881212,+,protein_coding,I4U23_015668,,,
3,CP075492.1,14881293,14884596,+,protein_coding,I4U23_015669,,,
3,CP075492.1,14884967,14888130,+,protein_coding,I4U23_015670,,,
3,CP075492.1,14888196,14890860,-,protein_coding,I4U23_015671,,,
3,CP075492.1,14891425,14892068,-,protein_coding,I4U23_015672,,,
3,CP075492.1,14892536,14892721,-,protein_coding,I4U23_015673,,,
3,CP075492.1,14893466,14893987,+,protein_coding,I4U23_015674,,,
3,CP075492.1,14894864,14895127,-,protein_coding,I4U23_015675,,,
3,CP075492.1,14897382,14897795,-,protein_coding,I4U23_015676,,,
3,CP075492.1,14898898,14900274,-,protein_coding,I4U23_015677,,,
3,CP075492.1,14900787,14900858,-,tRNA,I4U23_015678,,,
3,CP075492.1,14900993,14901412,-,protein_coding,I4U23_015679,,,
3,CP075492.1,14903096,14905178,+,protein_coding,I4U23_015680,,,
3,CP075492.1,14905475,14906233,-,protein_coding,I4U23_015681,,,
3,CP075492.1,14909443,14910668,-,protein_coding,I4U23_015682,,,
3,CP075492.1,14911307,14912000,+,protein_coding,I4U23_015683,,,
3,CP075492.1,14912154,14913315,+,protein_coding,I4U23_015684,,,
3,CP075492.1,14913704,14915647,-,protein_coding,I4U23_015685,,,
3,CP075492.1,14916963,14934734,-,protein_coding,I4U23_015686,,,
3,CP075492.1,14935507,14938156,-,protein_coding,I4U23_015687,,,
3,CP075492.1,14940219,14941704,-,protein_coding,I4U23_015688,,,
3,CP075492.1,14942361,14942561,-,protein_coding,I4U23_015689,,,
3,CP075492.1,14944904,14945253,+,protein_coding,I4U23_015690,,,
3,CP075492.1,14946376,14947509,-,protein_coding,I4U23_015691,,,
3,CP075492.1,14947967,14948863,-,protein_coding,I4U23_015692,,,
3,CP075492.1,14950461,14951092,+,protein_coding,I4U23_015693,,,
3,CP075492.1,14952300,14953308,+,protein_coding,I4U23_015694,,,
3,CP075492.1,14954106,14955122,-,protein_coding,I4U23_015695,,,
3,CP075492.1,14956687,14960206,+,protein_coding,I4U23_015696,,,
3,CP075492.1,14961749,14962943,+,protein_coding,I4U23_015697,,,
3,CP075492.1,14968351,14970128,+,protein_coding,I4U23_015698,,,
3,CP075492.1,14970975,14972422,+,protein_coding,I4U23_015699,,,
3,CP075492.1,14973662,14975125,+,protein_coding,I4U23_015700,,,
3,CP075492.1,14976851,14977703,+,protein_coding,I4U23_015701,,,
3,CP075492.1,14978131,14978515,-,protein_coding,I4U23_015702,,,
3,CP075492.1,14979443,14985602,-,protein_coding,I4U23_015703,,,
3,CP075492.1,14986329,14986927,+,protein_coding,I4U23_015704,,,
3,CP075492.1,14987413,14988123,+,protein_coding,I4U23_015705,,,
3,CP075492.1,14989297,14992650,-,protein_coding,I4U23_015706,,,
3,CP075492.1,14989947,14991173,+,protein_coding,I4U23_015707,,,
3,CP075492.1,14992769,14993705,-,protein_coding,I4U23_015708,,,
3,CP075492.1,14994775,14995987,+,protein_coding,I4U23_015709,,,
3,CP075492.1,14996142,14998031,-,protein_coding,I4U23_015710,,,
3,CP075492.1,14999304,15000304,+,protein_coding,I4U23_015711,,,
3,CP075492.1,15001498,15003323,-,protein_coding,I4U23_015712,,,
3,CP075492.1,15004980,15006614,+,protein_coding,I4U23_015713,,,
3,CP075492.1,15008298,15011163,+,protein_coding,I4U23_015714,,,
3,CP075492.1,15011661,15013334,+,protein_coding,I4U23_015715,,,
3,CP075492.1,15013807,15028249,+,protein_coding,I4U23_015716,,,
3,CP075492.1,15028861,15029894,+,protein_coding,I4U23_015717,,,
3,CP075492.1,15030017,15030587,+,protein_coding,I4U23_015718,,,
3,CP075492.1,15031795,15032199,+,protein_coding,I4U23_015719,,,
3,CP075492.1,15038650,15039757,+,protein_coding,I4U23_015720,,,
3,CP075492.1,15039892,15040211,-,protein_coding,I4U23_015721,,,
3,CP075492.1,15041023,15042702,+,protein_coding,I4U23_015722,,,
3,CP075492.1,15042164,15042652,-,protein_coding,I4U23_015723,,,
3,CP075492.1,15043296,15043917,+,protein_coding,I4U23_015724,,,
3,CP075492.1,15044694,15045366,+,protein_coding,I4U23_015725,,,
3,CP075492.1,15045768,15047062,+,protein_coding,I4U23_015726,,,
3,CP075492.1,15047787,15048797,+,protein_coding,I4U23_015727,,,
3,CP075492.1,15049666,15050640,-,protein_coding,I4U23_015728,,,
3,CP075492.1,15052080,15055241,-,protein_coding,I4U23_015729,,,
3,CP075492.1,15055793,15057048,+,protein_coding,I4U23_015730,,,
3,CP075492.1,15058747,15059181,-,protein_coding,I4U23_015731,,,
3,CP075492.1,15059182,15059841,-,protein_coding,I4U23_015732,,,
3,CP075492.1,15060447,15062169,+,protein_coding,I4U23_015733,,,
3,CP075492.1,15064484,15065393,+,protein_coding,I4U23_015734,,,
3,CP075492.1,15065748,15066347,-,protein_coding,I4U23_015735,,,
3,CP075492.1,15066574,15067543,-,protein_coding,I4U23_015736,,,
3,CP075492.1,15069183,15070777,-,protein_coding,I4U23_015737,,,
3,CP075492.1,15071848,15072579,+,protein_coding,I4U23_015738,,,
3,CP075492.1,15072758,15073695,-,protein_coding,I4U23_015739,,,
3,CP075492.1,15074135,15079016,+,protein_coding,I4U23_015740,,,
3,CP075492.1,15079228,15081710,-,protein_coding,I4U23_015741,,,
3,CP075492.1,15081908,15083218,+,protein_coding,I4U23_015742,,,
3,CP075492.1,15083516,15085085,+,protein_coding,I4U23_015743,,,
3,CP075492.1,15085392,15086015,-,protein_coding,I4U23_015744,,,
3,CP075492.1,15087094,15088242,+,protein_coding,I4U23_015745,,,
3,CP075492.1,15088940,15089104,+,protein_coding,I4U23_015746,,,
3,CP075492.1,15089600,15095460,+,protein_coding,I4U23_015747,,,
3,CP075492.1,15095980,15098266,+,protein_coding,I4U23_015748,,,
3,CP075492.1,15098374,15099829,-,protein_coding,I4U23_015749,,,
3,CP075492.1,15101097,15102151,+,protein_coding,I4U23_015750,,,
3,CP075492.1,15104746,15107223,-,protein_coding,I4U23_015751,,,
3,CP075492.1,15107879,15108355,+,protein_coding,I4U23_015752,,,
3,CP075492.1,15108901,15109604,+,protein_coding,I4U23_015753,,,
3,CP075492.1,15109796,15110648,+,protein_coding,I4U23_015754,,,
3,CP075492.1,15112345,15112752,-,protein_coding,I4U23_015755,,,
3,CP075492.1,15112777,15113344,-,protein_coding,I4U23_015756,,,
3,CP075492.1,15114530,15115400,+,protein_coding,I4U23_015757,,,
3,CP075492.1,15115518,15119609,+,protein_coding,I4U23_015758,,,
3,CP075492.1,15119850,15121502,+,protein_coding,I4U23_015759,,,
3,CP075492.1,15123693,15124161,-,protein_coding,I4U23_015760,,,
3,CP075492.1,15124201,15125468,+,protein_coding,I4U23_015761,,,
3,CP075492.1,15125343,15128293,-,protein_coding,I4U23_015762,,,
3,CP075492.1,15133029,15133637,+,protein_coding,I4U23_015763,,,
3,CP075492.1,15134646,15136462,+,protein_coding,I4U23_015764,,,
3,CP075492.1,15141907,15145721,+,protein_coding,I4U23_015765,,,
3,CP075492.1,15146300,15147362,+,protein_coding,I4U23_015766,,,
3,CP075492.1,15150016,15150793,+,protein_coding,I4U23_015767,,,
3,CP075492.1,15152380,15153776,+,protein_coding,I4U23_015768,,,
3,CP075492.1,15154222,15155055,-,protein_coding,I4U23_015769,,,
3,CP075492.1,15157425,15159539,-,protein_coding,I4U23_015770,,,
3,CP075492.1,15161356,15161426,+,tRNA,I4U23_015771,,,
3,CP075492.1,15161498,15161568,+,tRNA,I4U23_015772,,,
3,CP075492.1,15162240,15162578,-,protein_coding,I4U23_015773,,,
3,CP075492.1,15163233,15163711,+,protein_coding,I4U23_015774,,,
3,CP075492.1,15164023,15164826,+,protein_coding,I4U23_015775,,,
3,CP075492.1,15165426,15166794,-,protein_coding,I4U23_015776,,,
3,CP075492.1,15167390,15168168,+,protein_coding,I4U23_015777,,,
3,CP075492.1,15169212,15171882,-,protein_coding,I4U23_015778,,,
3,CP075492.1,15171926,15172585,-,protein_coding,I4U23_015779,,,
3,CP075492.1,15174009,15174338,-,protein_coding,I4U23_015780,,,
3,CP075492.1,15176428,15177965,+,protein_coding,I4U23_015781,,,
3,CP075492.1,15178011,15178934,-,protein_coding,I4U23_015782,,,
3,CP075492.1,15178991,15179425,-,protein_coding,I4U23_015783,,,
3,CP075492.1,15180107,15181444,+,protein_coding,I4U23_015784,,,
3,CP075492.1,15182623,15183121,+,protein_coding,I4U23_015785,,,
3,CP075492.1,15183402,15184721,-,protein_coding,I4U23_015786,,,
3,CP075492.1,15185908,15186841,-,protein_coding,I4U23_015787,,,
3,CP075492.1,15187208,15189194,+,protein_coding,I4U23_015788,,,
3,CP075492.1,15189552,15192021,-,protein_coding,I4U23_015789,,,
3,CP075492.1,15197411,15200848,-,protein_coding,I4U23_015790,,,
3,CP075492.1,15200920,15202580,-,protein_coding,I4U23_015791,,,
3,CP075492.1,15204165,15206193,+,protein_coding,I4U23_015792,,,
3,CP075492.1,15206441,15209247,-,protein_coding,I4U23_015793,,,
3,CP075492.1,15210452,15211225,+,protein_coding,I4U23_015794,,,
3,CP075492.1,15211560,15212148,+,protein_coding,I4U23_015795,,,
3,CP075492.1,15212347,15215193,-,protein_coding,I4U23_015796,,,
3,CP075492.1,15217130,15218338,+,protein_coding,I4U23_015797,,,
3,CP075492.1,15218655,15219738,+,protein_coding,I4U23_015798,,,
3,CP075492.1,15220566,15223422,+,protein_coding,I4U23_015799,,,
3,CP075492.1,15223859,15224807,+,protein_coding,I4U23_015800,,,
3,CP075492.1,15225133,15225750,+,protein_coding,I4U23_015801,,,
3,CP075492.1,15227503,15229307,+,protein_coding,I4U23_015802,,,
3,CP075492.1,15229329,15230092,+,protein_coding,I4U23_015803,,,
3,CP075492.1,15230805,15232533,-,protein_coding,I4U23_015804,,,
3,CP075492.1,15233234,15234199,-,protein_coding,I4U23_015805,,,
3,CP075492.1,15235204,15236677,-,protein_coding,I4U23_015806,,,
3,CP075492.1,15236952,15239948,-,protein_coding,I4U23_015807,,,
3,CP075492.1,15240578,15241851,-,protein_coding,I4U23_015808,,,
3,CP075492.1,15243857,15244486,-,protein_coding,I4U23_015809,,,
3,CP075492.1,15246734,15247833,+,protein_coding,I4U23_015810,,,
3,CP075492.1,15249141,15258378,-,protein_coding,I4U23_015811,,,
3,CP075492.1,15258423,15263418,-,protein_coding,I4U23_015812,,,
3,CP075492.1,15266594,15271696,-,protein_coding,I4U23_015813,,,
3,CP075492.1,15275202,15277497,+,protein_coding,I4U23_015814,,,
3,CP075492.1,15278534,15279073,-,protein_coding,I4U23_015815,,,
3,CP075492.1,15279136,15279696,-,protein_coding,I4U23_015816,,,
3,CP075492.1,15283710,15284630,-,protein_coding,I4U23_015817,,,
3,CP075492.1,15286544,15288701,+,protein_coding,I4U23_015818,,,
3,CP075492.1,15292663,15305107,-,protein_coding,I4U23_015819,,,
3,CP075492.1,15308182,15309072,+,protein_coding,I4U23_015820,,,
3,CP075492.1,15311395,15313094,+,protein_coding,I4U23_015821,,,
3,CP075492.1,15320045,15325593,+,protein_coding,I4U23_015822,,,
3,CP075492.1,15326053,15326689,-,protein_coding,I4U23_015823,,,
3,CP075492.1,15328097,15328640,-,protein_coding,I4U23_015824,,,
3,CP075492.1,15328885,15330961,-,protein_coding,I4U23_015825,,,
3,CP075492.1,15333348,15336079,+,protein_coding,I4U23_015826,,,
3,CP075492.1,15336204,15336407,-,protein_coding,I4U23_015827,,,
3,CP075492.1,15336729,15338549,+,protein_coding,I4U23_015828,,,
3,CP075492.1,15341716,15342140,-,protein_coding,I4U23_015829,,,
3,CP075492.1,15342546,15343137,-,protein_coding,I4U23_015830,,,
3,CP075492.1,15343650,15344570,-,protein_coding,I4U23_015831,,,
3,CP075492.1,15346416,15347602,+,protein_coding,I4U23_015832,,,
3,CP075492.1,15347771,15350077,-,protein_coding,I4U23_015833,,,
3,CP075492.1,15352057,15356024,+,protein_coding,I4U23_015834,,,
3,CP075492.1,15356923,15359091,-,protein_coding,I4U23_015835,,,
3,CP075492.1,15359875,15360491,+,protein_coding,I4U23_015836,,,
3,CP075492.1,15361578,15361739,+,protein_coding,I4U23_015837,,,
3,CP075492.1,15365056,15366265,+,protein_coding,I4U23_015838,,,
3,CP075492.1,15369441,15371692,+,protein_coding,I4U23_015839,,,
3,CP075492.1,15377242,15378236,+,protein_coding,I4U23_015840,,,
3,CP075492.1,15386061,15387459,-,protein_coding,I4U23_015841,,,
3,CP075492.1,15388122,15388671,+,protein_coding,I4U23_015842,,,
3,CP075492.1,15389090,15389440,-,protein_coding,I4U23_015843,,,
3,CP075492.1,15391428,15392781,+,protein_coding,I4U23_015844,,,
3,CP075492.1,15393395,15397348,+,protein_coding,I4U23_015845,,,
3,CP075492.1,15400248,15403358,-,protein_coding,I4U23_015846,,,
3,CP075492.1,15406840,15407819,+,protein_coding,I4U23_015847,,,
3,CP075492.1,15408805,15409951,+,protein_coding,I4U23_015848,,,
3,CP075492.1,15412002,15413028,+,protein_coding,I4U23_015849,,,
3,CP075492.1,15413839,15414712,+,protein_coding,I4U23_015850,,,
3,CP075492.1,15414943,15415930,-,protein_coding,I4U23_015851,,,
3,CP075492.1,15416630,15417464,+,protein_coding,I4U23_015852,,,
3,CP075492.1,15417489,15418210,-,protein_coding,I4U23_015853,,,
3,CP075492.1,15419529,15421353,+,protein_coding,I4U23_015854,,,
3,CP075492.1,15422112,15422570,+,protein_coding,I4U23_015855,,,
3,CP075492.1,15424695,15425082,-,protein_coding,I4U23_015856,,,
3,CP075492.1,15425103,15425613,-,protein_coding,I4U23_015857,,,
3,CP075492.1,15426033,15427563,+,protein_coding,I4U23_015858,,,
